	AERIS_SRR5383463	AERIS_SRR5383475	AERIS_SRR5383487	AERIS_SRR5384368	AERIS_SRR5384381	AERIS_SRR5384382	AERIS_SRR5384388	AERIS_SRR5384404	AERIS_SRR5384406	AERIS_SRR5384417	AERIS_SRR5384418	AERIS_SRR5384423	AERIS_SRR5384431	AERIS_SRR5384435	AERIS_SRR5384439	AERIS_SRR5384442	AERIS_SRR5384450	AERIS_SRR5384453	AERIS_SRR5384565	AERIS_SRR5384566	AERIS_SRR5384567	AERIS_SRR5384577	AERIS_SRR5384578	AERIS_SRR5384589	AERIS_SRR5384590	AERIS_SRR5384591	AERIS_SRR5384598	AERIS_SRR5384599	AERIS_SRR5384600	AERIS_SRR5384610	AERIS_SRR5384611	AERIS_SRR5384612	AERIS_SRR5384623	AERIS_SRR5384624	AERIS_SRR5384634	AERIS_SRR5384635	AERIS_SRR5384646	AERIS_SRR5384647	AERIS_SRR5385010	AERIS_SRR5385012	AERIS_SRR5385013	AERIS_SRR5385014	AERIS_SRR5385016	AERIS_SRR5385019	AERIS_SRR5385024	AERIS_SRR5385025	AERIS_SRR5385026	AERIS_SRR5385029	AERIS_SRR5385030	AERIS_SRR5385031	AERIS_SRR5385032	AERIS_SRR5385033	AERIS_SRR5385034	AERIS_SRR5385035	AERIS_SRR5385036	AERIS_SRR5385037	AERIS_SRR5385040	AERIS_SRR5385041	AERIS_SRR5385042	AERIS_SRR5385044	AERIS_SRR5385046	AERIS_SRR5385049	AERIS_SRR5385050	AERIS_SRR5385051	AERIS_SRR5385056	AERIS_SRR5385057	AERIS_SRR5385058	COPDMAP_SRR5382995	COPDMAP_SRR5383008	COPDMAP_SRR5383024	COPDMAP_SRR5383025	COPDMAP_SRR5383026	COPDMAP_SRR5383027	COPDMAP_SRR5383028	COPDMAP_SRR5383029	COPDMAP_SRR5383030	COPDMAP_SRR5383031	COPDMAP_SRR5383033	COPDMAP_SRR5383034	COPDMAP_SRR5383036	COPDMAP_SRR5383037	COPDMAP_SRR5383038	COPDMAP_SRR5383039	COPDMAP_SRR5383040	COPDMAP_SRR5383041	COPDMAP_SRR5383042	COPDMAP_SRR5383043	COPDMAP_SRR5383044	COPDMAP_SRR5383051	COPDMAP_SRR5383052	COPDMAP_SRR5383055	COPDMAP_SRR5383056	COPDMAP_SRR5383057	COPDMAP_SRR5383058	COPDMAP_SRR5383059	COPDMAP_SRR5383060	COPDMAP_SRR5383061	COPDMAP_SRR5383063	COPDMAP_SRR5383064	COPDMAP_SRR5383065	COPDMAP_SRR5383068	COPDMAP_SRR5383069	COPDMAP_SRR5383161	COPDMAP_SRR5383167	COPDMAP_SRR5383189	COPDMAP_SRR5383245	COPDMAP_SRR5383246	COPDMAP_SRR5383247	COPDMAP_SRR5383248	COPDMAP_SRR5383252	COPDMAP_SRR5383253	COPDMAP_SRR5383254	COPDMAP_SRR5383255	COPDMAP_SRR5383256	COPDMAP_SRR5383257	COPDMAP_SRR5383258	COPDMAP_SRR5383261	COPDMAP_SRR5383263	COPDMAP_SRR5383264	COPDMAP_SRR5383278	COPDMAP_SRR5383281	COPDMAP_SRR5383284	COPDMAP_SRR5383290	COPDMAP_SRR5383291	COPDMAP_SRR5383292	COPDMAP_SRR5383295	COPDMAP_SRR5383298	COPDMAP_SRR5383299	COPDMAP_SRR5383310	COPDMAP_SRR5383313	COPDMAP_SRR5383314	COPDMAP_SRR5383318	COPDMAP_SRR5383320	COPDMAP_SRR5383324	COPDMAP_SRR5383325	COPDMAP_SRR5383329	COPDMAP_SRR5383331	COPDMAP_SRR5383332	COPDMAP_SRR5383333	COPDMAP_SRR5383335	COPDMAP_SRR5383336	COPDMAP_SRR5383340	COPDMAP_SRR5383342	COPDMAP_SRR5383343	COPDMAP_SRR5383344	COPDMAP_SRR5383345	COPDMAP_SRR5383346	COPDMAP_SRR5383347	COPDMAP_SRR5383348	COPDMAP_SRR5383349	COPDMAP_SRR5383350	COPDMAP_SRR5383351	COPDMAP_SRR5383352	COPDMAP_SRR5383353	COPDMAP_SRR5383354	COPDMAP_SRR5383355	COPDMAP_SRR5383356	COPDMAP_SRR5383357	COPDMAP_SRR5383358	COPDMAP_SRR5383359	COPDMAP_SRR5383361	COPDMAP_SRR5383362	COPDMAP_SRR5383363	COPDMAP_SRR5383365	COPDMAP_SRR5383366	COPDMAP_SRR5383367	COPDMAP_SRR5383368	COPDMAP_SRR5383369	COPDMAP_SRR5383371	COPDMAP_SRR5383373	COPDMAP_SRR5383374	COPDMAP_SRR5383375	COPDMAP_SRR5383377	COPDMAP_SRR5383378	COPDMAP_SRR5383379	COPDMAP_SRR5383387	COPDMAP_SRR5383388	COPDMAP_SRR5383389	COPDMAP_SRR5383390	COPDMAP_SRR5383391	COPDMAP_SRR5383392
Parvimonas	3.50E-05	3.50E-05	0.001503707	0.000209702	0	0.003389594	3.50E-05	0.000104511	0.000139334	0	0	0.000699717	0.000279681	0.001606482	0.000174672	0.000209981	0.002238075	0.005209426	0	0.000104844	3.50E-05	3.50E-05	0	0.000139762	0	3.50E-05	0.007198015	0.000628865	0	3.48E-05	0	0.004509386	0	0.001609067	6.96E-05	3.50E-05	0.003349382	0.000698959	0.000839983	3.50E-05	0.000244653	0.000209754	0	0	0.003706423	0	0.000244422	0	0.002099664	0.004441181	3.50E-05	0.001575024	0.000629173	0	0.000104752	0.000420168	3.50E-05	0	3.50E-05	0.000174929	0	3.50E-05	3.50E-05	0.000139363	3.49E-05	0.002437835	0.000419009	3.49E-05	0.000139116	0	0	0	0.000277855	0.000313983	0.000731198	0	0.000313338	0	3.49E-05	0	0	0	0	0	0.000770389	0	0.000486787	0	3.50E-05	3.50E-05	0.00115304	0.000417725	0.000385302	0	0	3.49E-05	0.001227037	0	0.000244952	3.50E-05	0.000665266	0.000734471	0.000596324	0	0.000806169	0.000104822	0.001226478	0.001085548	0.000419097	0.000770012	0	0	0.000806169	0	0	0.000522357	0	0	0.00038506	0	0	0	0.000244901	0	0.000700476	0.000244961	0.000946638	0.00045606	0.000525228	0.000279476	0.000104749	0.001120213	0.000243784	3.48E-05	0	0.001052521	0.000244867	0.001297563	0.000244439	0.001262007	0.000244183	0.000912313	0	0.001681261	0.001227596	0	0.000208768	0	0.00087486	0.000420095	0.000700501	0.001263114	0.000947202	0.000139533	0.000768505	0	0.001222537	0.000419727	0.000385721	0.000806989	0.000876701	0	0	0.000629151	0.000385857	0	0	0.001083007	0.000350594	0.000701681	0	0.001051598	0.000911481	0	0.000315568	0.001821877	0.000455836	0.000384925	0.000561305	0.001048218	0.000912217
Pasteurella	0	0	0	0	0	0	0	0	0.000592169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01E-05	0	0	0	0	0	0	0	0.000140051	0	0	0	0	0	0.019043633	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	3.50E-05	0	3.49E-05	0	3.50E-05	0	0	3.49E-05	3.51E-05	0	0	0	0	0.000139899	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	3.51E-05	0	0	0.12877095	0	0	0	0	3.51E-05	0	3.51E-05	0	0	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.49E-05	0	3.51E-05	3.51E-05	3.51E-05	0	0	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.51E-05	0	0	0	3.51E-05	3.51E-05	0	3.51E-05	0	3.51E-05	3.49E-05	3.51E-05
Peptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244226	0	0	0	0	0	0	0	0	0	0	0	0	0.000384669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Peptoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0.000174837	0	0	0	0	0	0	0	0	0	3.49E-05	3.50E-05	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	0	6.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000905482	0	3.49E-05	0	0	3.49E-05	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	6.97E-05	0	0	0	0	3.49E-05	0.000105002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0.0002802	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Peptostreptococcus	3.50E-05	3.50E-05	0.003462023	0.000104851	0	0.00024461	0	0	0.000174167	0	0	0	0	0.000838164	0	0	0.00010491	0.000279701	0	0	0	3.50E-05	0	0	0	0	0	0	0.000768371	0	0	0	0	0	0	3.50E-05	0	0	0.001399972	3.50E-05	0	0	0	0	0.000524494	0	0.000872936	0	0	0	3.50E-05	0	0	0	0	3.50E-05	3.50E-05	0	3.50E-05	0	0	3.50E-05	3.50E-05	0	0	0	0	0.000314378	0	0	0.00010476	0	0	0	0	0	0.000139261	0	0.000663848	0	0.000243394	0.000173986	0	0	0	0	0	0	0.000455533	0.000420153	3.49E-05	0.000243673	0	0	0	0.001327094	0	0	0	0.000700476	0	0.000104924	0	0.000348456	0	0	0.001051267	0.000245124	0.000104774	0	0	0	0	0	0	0.000104471	0	0	0.00038506	0.000315192	0	6.98E-05	0.000174929	0.000770902	0.002451667	0.000454927	0	0.000280653	0.001050457	0	0.000139665	0	0	0	0	0.000385924	0	0.000175346	0	0.000560892	0	0	0	0	0	0	0	0	0.000209966	0	0	0.000315778	0.000596387	0	0	0	0.000628733	0	0.00031559	0.000140346	0	0	0	0.000139811	0	0	0.000174856	0.000384293	0.000175297	0	0.000210069	0	0.000280456	0.000456092	0.000245442	0.000700722	0	0	0	0	0.000210512
Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.95E-05	0	0	0	0	0	3.49E-05	0	0	0	3.49E-05	0	0	3.48E-05	0	3.49E-05	0.000140164	0.000105038	0.000244584	6.96E-05	0	0.000104847	0	6.98E-05	0.000175291	0	7.00E-05	0	0	0.000104924	0	0	0	0	0	0	0	0	0	0	0	0	6.98E-05	0	0	0	3.50E-05	3.50E-05	0	0	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104943	0	0	7.01E-05	0	7.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105259	0.000105204	0	0	0	0	0	0	0.000104807	0	0	0	0	7.01E-05	0	0	7.01E-05	0	0	0	0	0
Photobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Phycicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Planctomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Porphyromonas	0.000140012	0.00014009	0.002203105	0.000489305	6.97E-05	0.034699654	0.000139909	6.97E-05	0.00219451	0.000104818	6.96E-05	0.000139943	0.000139841	0.01131522	0.00310917	0.000139987	0.011155406	0.005873715	0.001187109	0.004683022	0.001783341	0.000140032	0.000174386	0.000104822	0.00010465	0.000139948	0.000104825	0.000314432	0.000454037	0.001182197	0.000104829	0.046492117	6.96E-05	0.000139919	6.96E-05	0.000140032	0.013676645	0.002516251	0.004269915	0.000140007	0.002935831	0.000104877	6.96E-05	6.97E-05	0.006958285	6.97E-05	0.000453926	6.96E-05	0.005144177	0.004196391	0.000140105	0.000140002	0.014890419	0.000104818	0.001257027	0.000945378	0.00014011	0.000104829	0.000140051	0.000139943	0.000104639	0.000140041	0.00014011	0.000975542	0.000627812	6.97E-05	0.000104752	0.001187648	0	0.00055862	0.000244439	0	0.002257572	0.0008024	0.002263231	0	0.000835567	0.000174496	0.002515635	0.004537047	0.000208623	0.000695943	0	0.000872022	0.000875442	0.000139378	0	0.000418629	0.000595697	0.001400511	0.000349406	0.001009503	0.000490385	0	0.000243224	0.001222323	0.000595989	0.000629129	0.000349932	0.000525357	0.002731092	0.000629547	0.000736635	0.000313611	0.00084122	0	0.006938361	0.001190601	0.000768344	0.003920059	3.48E-05	0.000627265	0.001016474	0.001541588	0.000418644	0.000626828	0.001437487	0.00098077	0.001260195	0.00024515	0.000314334	0.000523542	0.000699717	0.001016189	0.00339731	0.000489922	0.000315546	0.000491142	0.000630274	0.000104803	0.001990223	0.000665126	0	0.000382848	0.000315336	0.000701681	0.000664638	0.00662809	3.49E-05	0.000280446	0.000767433	0.00101758	0	0.001120841	0.000982077	0	6.96E-05	0.000209023	0.001014838	0.003395764	0.002346678	0.000385951	0.001613752	0.00010465	0.001781535	0.000315712	0.00087324	0.000279818	0.001157164	0.001473633	0.000210408	0	0.000595447	0.000943726	0.001192648	0	0.000559538	0.043494969	0.0024191	0.000806933	0.000280092	0.000175266	0.000280456	0.001052521	0.000385694	0.000840866	0.001718153	0.000314939	0.000596387	0.001292802	0.000982387
Prevotella	0.094017992	0.047315519	0.173590712	0.200055921	0.045560626	0.200230632	0.25767751	0.003866922	0.079733872	0.002515635	0.037392605	0.152293321	0.02160537	0.064818048	0.093624454	0.184713376	0.352322003	0.143556395	0.050382319	0.02208709	0.089656619	0.055872571	0.065604074	0.133612858	0.011790561	0.209152614	0.118068416	0.118995214	0.153918692	0.027294854	0.097246488	0.322648303	0.004591464	0.174408843	0.037789686	0.034062664	0.116321262	0.115817432	0.047389052	0.13500175	0.127184398	0.02922566	0.000661537	0.000975746	0.097590825	0.017327337	0.137085792	0.052290767	0.082866741	0.223842495	0.000665499	0.258583879	0.044671257	0.083155725	0.138866581	0.176085434	0.040491786	0.262212593	0.321137215	0.099114858	0.011754447	0.252389455	0.168762479	0.079227928	0.015695302	0.087065543	0.141729809	0.098854269	0.011720516	0.039696949	0.0147711	0.008921443	0.067866074	0.059970695	0.046344011	0.004455894	0.192180483	0.081908285	0.104783201	0.072313545	0.187899861	0.086540469	0.160257975	0.008162126	0.187554715	0.002160354	0.08849096	0.005407291	0.169633471	0.104898288	0.071174004	0.016674209	0.119268626	0.102855345	0.125642808	0.139798841	0.183599776	0.09000035	0.1441019	0.116384141	0.275280112	0.000454673	0.141749684	0.092584849	0.176410796	0.15174703	0.226022357	0.241061736	0.155624629	0.195722936	0.044924256	0.077049066	0.153557659	0.150900427	0.080205135	0.245577378	0.186908351	0.161301622	0.175412189	0.007074315	0.105581168	0.032040766	0.034251128	0.085219707	0.10976464	0.090320549	0.059112264	0.06009472	0.083056129	0.029379913	0.03023743	0.055450536	0.004631887	0.026312126	0.037665113	0.058344736	0.055129954	0.049096967	0.025875615	0.050024539	0.035162382	0.050984245	0.060458603	0.070998249	0.051313528	0.042867133	0.06270007	0.071764501	0.054451288	0.056117626	0.054043641	0.048349181	0.06458516	0.015034709	0.029831977	0.051005016	0.060777533	0.027667016	0.059997195	0.027753412	0.014377893	0.146354185	0.058774081	0.077455435	0.052581731	0.048981452	0.032732995	0.050167691	0.054692704	0.081605445	0.057734052	0.065724902	0.072182296	0.055081921	0.057047686	0.062994885	0.041446054	0.057143857	0.044448342	0.060831586	0.042382991
Propionibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139723	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.49E-05	0	0	0	0	0	0	0	0	0.000175205	0.000105038	0.000209644	0	0	0	0	0.000139694	0.000140233	0	7.00E-05	7.00E-05	0	0.000104924	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105071	0	0	0	0	0	0	0	0	0	0	0	0	0.000175346	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0.000140346	0	0	0	0.000105237	0	0	0	0	0	0	0	6.99E-05	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	7.01E-05	0	0.000210489	0	0
Propionivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Proteus	0	0	0	0	0	0	0	0	0.000836004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	3.50E-05	0	0	0	3.50E-05	3.50E-05	3.49E-05	0	3.50E-05	0	0	3.49E-05	3.51E-05	0	0	3.50E-05	3.50E-05	0.000139899	3.51E-05	0	3.51E-05	0	3.50E-05	3.50E-05	3.49E-05	0	0	0	3.51E-05	3.50E-05	0	0	3.51E-05	3.50E-05	3.50E-05	3.50E-05	0	0	0	3.50E-05	3.50E-05	0	3.51E-05	3.51E-05	3.50E-05	0	0	0	0	0	3.50E-05	3.51E-05	0	3.51E-05	0	3.51E-05	0	3.51E-05	3.50E-05	3.50E-05	3.51E-05	0	0	0	0	3.50E-05	3.50E-05	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.49E-05	0	3.51E-05	3.51E-05	3.51E-05	0	3.50E-05	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.51E-05	3.50E-05	3.51E-05	3.51E-05	3.51E-05	3.51E-05	3.50E-05	3.51E-05	0	3.51E-05	3.49E-05	3.51E-05
Pseudoalteromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Pseudoclavibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Pseudomonas	0.000280024	0.000280181	0.000244789	0.000209702	0.000139329	0.000209666	0.000244841	0.000174186	0.001915842	0.000978303	0.009913388	0.000244901	0.000244721	0.000209541	0.054812227	0.000244978	0.000244789	0.000244738	0.00020949	0.000209688	0.001398699	0.000280063	0.000174386	0.000209644	0.0004186	0.000244909	0.000628953	0.000209622	0.000209556	0.000104312	0.068278706	0.000244695	0.000139135	0.000419757	0.000139189	0.000735165	0.000174447	0.000209688	0.001224976	0.000280014	0.000209702	0.000244712	0.000139271	0.00017424	0.000244764	0.000174319	0.000209505	0.000139256	0.000244961	0.000244789	0.01117338	0.000245004	0.000384494	0.000209636	0.000209505	0.000280112	0.040316649	0.000209658	0.000280102	0.000244901	0.000174398	0.000245072	0.00028022	0.000139363	0.000174392	0.000661698	0.000209505	0.001327372	0	0.000593534	0.000838077	3.47E-05	0.000208391	3.49E-05	0.000278552	0.002436817	0.000174077	0.000488588	0.000908424	0.000209402	0	6.96E-05	0.000662367	0.000279047	0.00150576	6.97E-05	0.000347705	0.000174429	0.00070082	0.000245089	0.001572327	0.000139242	0.00056044	0.007444169	0	0.000803241	0.00038564	0	0.000384925	0.000315214	0.000280112	0	0.001052336	0.000418148	0.000490712	0.000384347	0.003188843	0.000980495	0.001047742	0.001295019	0.000243775	0.000139392	0.004731861	0.000910938	0.000383757	0.000208943	0.012411472	0.000455357	0.002800434	0.000805491	0	0.000209417	0.000524787	0.000911066	0.000910619	0.000769877	0.000771334	0.000771794	0.001260548	0.000454148	0.000104749	0.001295246	6.97E-05	0.000104413	0.00091097	0.005718696	0.003043341	0.000350693	0.000209519	0.001121784	0.000558133	0.001052669	0.00115526	0.001436077	0.000736558	0.000664336	0.000313152	3.48E-05	0.004409295	0.001260284	0.001190851	0.001438546	0.001543589	0.000697666	0.000698641	0.001297927	0.00185127	0.000699545	0.003120836	0.002280622	0.000876701	6.95E-05	0.001821366	0.001083537	0.005401992	0.000315557	0.000244798	0.001083007	0.000420713	0.001298109	0.002205728	0.001998037	0.002173532	0.006841385	0.001963534	0.002802887	0.002489568	0.000699864	0.004420277	0.001677149	0.423268543
Pseudoramibacter_Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139558	0	0	0	0	0	0	0	0	0	0	0	0	0.00010491	0	0	3.50E-05	0	0	0.000105042	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0.000524109	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0.000105002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
